LOGICAL_TRANSFORMATION_RULE_ID,SEMANTIC_TRANSFORMATION_RULE_ID,ALGORITHM,ADDITIONAL_FILTERS,SOURCE_LAYER,DESTINATION_LAYER,TRANSFORMATION_TYPE,VALID_FROM,VALID_TO
WUDEN__BIRD_DBT_SCRTY_ISSD_TRDTNL_SCRTSTN_ASSGNMNT_IL_1__01_01_1990,WUDEN__BIRD_DBT_SCRTY_ISSD_TRDTNL_SCRTSTN_ASSGNMNT_IL_1__01_01_1990,1,,LDM,IL,WUDEN,1990-01-01,9999-12-31
WUDEN__BIRD_CRDT_RSK_MTGTN_ASSGNMNT_IL_1__01_01_1990,WUDEN__BIRD_CRDT_RSK_MTGTN_ASSGNMNT_IL_1__01_01_1990,1,,LDM,IL,WUDEN,1990-01-01,9999-12-31
WUDEN__BIRD_OTC_DRVTV_HDG_IL_1__01_01_1990,WUDEN__BIRD_OTC_DRVTV_HDG_IL_1__01_01_1990,1,,LDM,IL,WUDEN,1990-01-01,9999-12-31
WUDEN__BIRD_PRTY_CD_IL_1__01_01_1990,WUDEN__BIRD_PRTY_CD_IL_1__01_01_1990,1,,LDM,IL,WUDEN,1990-01-01,9999-12-31
WUDEN__BIRD_FNNCL_CNTRCT_IL_1__01_01_1990,WUDEN__BIRD_FNNCL_CNTRCT_IL_1__01_01_1990,1,,LDM,IL,WUDEN,1990-01-01,9999-12-31
WUDEN__BIRD_INSTRMNT_CLLTRL_ASSGNMNT_IL_1__01_01_1990,WUDEN__BIRD_INSTRMNT_CLLTRL_ASSGNMNT_IL_1__01_01_1990,1,,LDM,IL,WUDEN,1990-01-01,9999-12-31
WUDEN__BIRD_RTNG_SYSTM_APPLD_LGL_PRSN_IL_1__01_01_1990,WUDEN__BIRD_RTNG_SYSTM_APPLD_LGL_PRSN_IL_1__01_01_1990,1,,LDM,IL,WUDEN,1990-01-01,9999-12-31
WUDEN__BIRD_GRP_KY_MNGMNT_PRSNLL_ASSGNMNT_IL_1__01_01_1990,WUDEN__BIRD_GRP_KY_MNGMNT_PRSNLL_ASSGNMNT_IL_1__01_01_1990,1,,LDM,IL,WUDEN,1990-01-01,9999-12-31
WUDEN__BIRD_LN_AND_ADVNC_HDG_IL_1__01_01_1990,WUDEN__BIRD_LN_AND_ADVNC_HDG_IL_1__01_01_1990,1,,LDM,IL,WUDEN,1990-01-01,9999-12-31
WUDEN__BIRD_FNDMNTL_RVW_TRDNG_BK_STNDRD_APPRCH_RSK_MSR_ETD_PSTNS_EIL_1__01_01_1990,WUDEN__BIRD_FNDMNTL_RVW_TRDNG_BK_STNDRD_APPRCH_RSK_MSR_ETD_PSTNS_EIL_1__01_01_1990,1,,ELDM,EIL,WUDEN,1990-01-01,9999-12-31
WUDEN__BIRD_ETD_LBLTY_PSTN_SNTHTC_SCRTSTN_ASSGNMNT_EIL_1__01_01_1990,WUDEN__BIRD_ETD_LBLTY_PSTN_SNTHTC_SCRTSTN_ASSGNMNT_EIL_1__01_01_1990,1,,ELDM,EIL,WUDEN,1990-01-01,9999-12-31
WUDEN__BIRD_SGNFCNT_CRRNCY_DPRCTN_CNTNGNT_ENCMBRNC_EIL_1__01_01_1990,WUDEN__BIRD_SGNFCNT_CRRNCY_DPRCTN_CNTNGNT_ENCMBRNC_EIL_1__01_01_1990,1,,ELDM,EIL,WUDEN,1990-01-01,9999-12-31
WUDEN__BIRD_SCRTY_SCRTY_RPRCHS_AGRMNT_CMPNNT_ASSGNMNT_EIL_1__01_01_1990,WUDEN__BIRD_SCRTY_SCRTY_RPRCHS_AGRMNT_CMPNNT_ASSGNMNT_EIL_1__01_01_1990,1,,ELDM,EIL,WUDEN,1990-01-01,9999-12-31
WUDEN__BIRD_SCRTY_HDGD_EXCHNG_TRDBL_DRVTV_EIL_1__01_01_1990,WUDEN__BIRD_SCRTY_HDGD_EXCHNG_TRDBL_DRVTV_EIL_1__01_01_1990,1,,ELDM,EIL,WUDEN,1990-01-01,9999-12-31
WUDEN__BIRD_CRDT_FCLTY_CLLTRL_RCVD_INSTRMNT_ASSGNMNT_EIL_1__01_01_1990,WUDEN__BIRD_CRDT_FCLTY_CLLTRL_RCVD_INSTRMNT_ASSGNMNT_EIL_1__01_01_1990,1,,ELDM,EIL,WUDEN,1990-01-01,9999-12-31
WUDEN__BIRD_LNG_SCRTY_PSTN_PRDNTL_PRTFL_ASSGNMNT_RSK_DT_EIL_1__01_01_1990,WUDEN__BIRD_LNG_SCRTY_PSTN_PRDNTL_PRTFL_ASSGNMNT_RSK_DT_EIL_1__01_01_1990,1,,ELDM,EIL,WUDEN,1990-01-01,9999-12-31
WUDEN__BIRD_INVSTMNT_PRPRTY_TKN_PSSSSN_EIL_1__01_01_1990,WUDEN__BIRD_INVSTMNT_PRPRTY_TKN_PSSSSN_EIL_1__01_01_1990,1,,ELDM,EIL,WUDEN,1990-01-01,9999-12-31
WUDEN__BIRD_EXCHNG_TRDBL_DRVTV_PSTN_EIL_1__01_01_1990,WUDEN__BIRD_EXCHNG_TRDBL_DRVTV_PSTN_EIL_1__01_01_1990,1,,ELDM,EIL,WUDEN,1990-01-01,9999-12-31
WUDEN__BIRD_BLNC_SHT_NTTNG_EIL_1__01_01_1990,WUDEN__BIRD_BLNC_SHT_NTTNG_EIL_1__01_01_1990,1,,ELDM,EIL,WUDEN,1990-01-01,9999-12-31
WUDEN__BIRD_FNNCL_GRNT_INSTRMNT_DBT_SCRT_DBT_SCRTY_ASSGNMNT_EIL_1__01_01_1990,WUDEN__BIRD_FNNCL_GRNT_INSTRMNT_DBT_SCRT_DBT_SCRTY_ASSGNMNT_EIL_1__01_01_1990,1,,ELDM,EIL,WUDEN,1990-01-01,9999-12-31
WUDEN__BIRD_RTNG_GRD_CNTRY_ASSGNMNT_EIL_1__01_01_1990,WUDEN__BIRD_RTNG_GRD_CNTRY_ASSGNMNT_EIL_1__01_01_1990,1,,ELDM,EIL,WUDEN,1990-01-01,9999-12-31
WUDEN__BIRD_SCRTY_CLLTRL_LNDNG_CMPNNT_SCRTY_CLLTRL_ASSGNMNT_EIL_1__01_01_1990,WUDEN__BIRD_SCRTY_CLLTRL_LNDNG_CMPNNT_SCRTY_CLLTRL_ASSGNMNT_EIL_1__01_01_1990,1,,ELDM,EIL,WUDEN,1990-01-01,9999-12-31
WUDEN__BIRD_TRNSFRRD_ASST_LG_INSTRMNT_ASSGNMNT_EIL_1__01_01_1990,WUDEN__BIRD_TRNSFRRD_ASST_LG_INSTRMNT_ASSGNMNT_EIL_1__01_01_1990,1,,ELDM,EIL,WUDEN,1990-01-01,9999-12-31
WUDEN__BIRD_RTNG_GRD_EIL_1__01_01_1990,WUDEN__BIRD_RTNG_GRD_EIL_1__01_01_1990,1,,ELDM,EIL,WUDEN,1990-01-01,9999-12-31
WUDEN__BIRD_SCRTY_ENTTY_RL_ASSGNMNT_EIL_1__01_01_1990,WUDEN__BIRD_SCRTY_ENTTY_RL_ASSGNMNT_EIL_1__01_01_1990,1,,ELDM,EIL,WUDEN,1990-01-01,9999-12-31
WUDEN__BIRD_DBT_SCRTY_ISSD_TRDTNL_SCRTSTN_ASSGNMNT_EIL_1__01_01_1990,WUDEN__BIRD_DBT_SCRTY_ISSD_TRDTNL_SCRTSTN_ASSGNMNT_EIL_1__01_01_1990,1,,ELDM,EIL,WUDEN,1990-01-01,9999-12-31
WUDEN__BIRD_CRDT_RSK_MTGTN_ASSGNMNT_EIL_1__01_01_1990,WUDEN__BIRD_CRDT_RSK_MTGTN_ASSGNMNT_EIL_1__01_01_1990,1,,ELDM,EIL,WUDEN,1990-01-01,9999-12-31
WUDEN__BIRD_OTC_DRVTV_HDG_EIL_1__01_01_1990,WUDEN__BIRD_OTC_DRVTV_HDG_EIL_1__01_01_1990,1,,ELDM,EIL,WUDEN,1990-01-01,9999-12-31
WUDEN__BIRD_PRTY_CD_EIL_1__01_01_1990,WUDEN__BIRD_PRTY_CD_EIL_1__01_01_1990,1,,ELDM,EIL,WUDEN,1990-01-01,9999-12-31
WUDEN__BIRD_FNNCL_CNTRCT_EIL_1__01_01_1990,WUDEN__BIRD_FNNCL_CNTRCT_EIL_1__01_01_1990,1,,ELDM,EIL,WUDEN,1990-01-01,9999-12-31
WUDEN__BIRD_RTNG_SYSTM_APPLD_LGL_PRSN_EIL_1__01_01_1990,WUDEN__BIRD_RTNG_SYSTM_APPLD_LGL_PRSN_EIL_1__01_01_1990,1,,ELDM,EIL,WUDEN,1990-01-01,9999-12-31
WUDEN__BIRD_GRP_KY_MNGMNT_PRSNLL_ASSGNMNT_EIL_1__01_01_1990,WUDEN__BIRD_GRP_KY_MNGMNT_PRSNLL_ASSGNMNT_EIL_1__01_01_1990,1,,ELDM,EIL,WUDEN,1990-01-01,9999-12-31
WUDEN__BIRD_LN_AND_ADVNC_HDG_EIL_1__01_01_1990,WUDEN__BIRD_LN_AND_ADVNC_HDG_EIL_1__01_01_1990,1,,ELDM,EIL,WUDEN,1990-01-01,9999-12-31
WUDEN__BIRD_PRTY_IL_1__01_01_1990,WUDEN__BIRD_PRTY_IL_1__01_01_1990,1,,LDM,IL,WUDEN,1990-01-01,9999-12-31
WUDEN__BIRD_DBT_SCRTY_ISSD_HDG_IL_1__01_01_1990,WUDEN__BIRD_DBT_SCRTY_ISSD_HDG_IL_1__01_01_1990,1,,LDM,IL,WUDEN,1990-01-01,9999-12-31
WUDEN__BIRD_DBT_SCRTY_ISSD_PRTCN_ARRNGMNT_GVN_ASSGNMNT_IL_1__01_01_1990,WUDEN__BIRD_DBT_SCRTY_ISSD_PRTCN_ARRNGMNT_GVN_ASSGNMNT_IL_1__01_01_1990,1,,LDM,IL,WUDEN,1990-01-01,9999-12-31
WUDEN__BIRD_SCRTY_PSTN_IL_1__01_01_1990,WUDEN__BIRD_SCRTY_PSTN_IL_1__01_01_1990,1,,LDM,IL,WUDEN,1990-01-01,9999-12-31
WUDEN__BIRD_SBSDRY_JNT_VNTR_ASSCT_OTHR_ORGNSTN_ASSGNMNT_IL_1__01_01_1990,WUDEN__BIRD_SBSDRY_JNT_VNTR_ASSCT_OTHR_ORGNSTN_ASSGNMNT_IL_1__01_01_1990,1,,LDM,IL,WUDEN,1990-01-01,9999-12-31
WUDEN__BIRD_INSTRMNT_IL_1__01_01_1990,WUDEN__BIRD_INSTRMNT_IL_1__01_01_1990,1,,LDM,IL,WUDEN,1990-01-01,9999-12-31
WUDEN__BIRD_SNTHTC_SCRTSTN_IL_1__01_01_1990,WUDEN__BIRD_SNTHTC_SCRTSTN_IL_1__01_01_1990,1,,LDM,IL,WUDEN,1990-01-01,9999-12-31
WUDEN__BIRD_SCRTY_EXCHNG_TRDBL_DRVTV_IL_1__01_01_1990,WUDEN__BIRD_SCRTY_EXCHNG_TRDBL_DRVTV_IL_1__01_01_1990,1,,LDM,IL,WUDEN,1990-01-01,9999-12-31
WUDEN__BIRD_NN_FNNCL_ASST_IL_1__01_01_1990,WUDEN__BIRD_NN_FNNCL_ASST_IL_1__01_01_1990,1,,LDM,IL,WUDEN,1990-01-01,9999-12-31
WUDEN__BIRD_ENTTY_RL_IL_1__01_01_1990,WUDEN__BIRD_ENTTY_RL_IL_1__01_01_1990,1,,LDM,IL,WUDEN,1990-01-01,9999-12-31
WUDEN__BIRD_CRDT_FCLTY_ENTTY_RL_ASSGNMNT_IL_1__01_01_1990,WUDEN__BIRD_CRDT_FCLTY_ENTTY_RL_ASSGNMNT_IL_1__01_01_1990,1,,LDM,IL,WUDEN,1990-01-01,9999-12-31
WUDEN__BIRD_INSTRMNT_CLLTRL_RCVD_INSTRMNT_ASSGNMNT_IL_1__01_01_1990,WUDEN__BIRD_INSTRMNT_CLLTRL_RCVD_INSTRMNT_ASSGNMNT_IL_1__01_01_1990,1,,LDM,IL,WUDEN,1990-01-01,9999-12-31
WUDEN__BIRD_LNG_SCRTY_PSTN_PRDNTL_PRTFL_ASSGNMNT_IL_1__01_01_1990,WUDEN__BIRD_LNG_SCRTY_PSTN_PRDNTL_PRTFL_ASSGNMNT_IL_1__01_01_1990,1,,LDM,IL,WUDEN,1990-01-01,9999-12-31
WUDEN__BIRD_INSTRMNT_HDGD_OTC_DRVTV_IL_1__01_01_1990,WUDEN__BIRD_INSTRMNT_HDGD_OTC_DRVTV_IL_1__01_01_1990,1,,LDM,IL,WUDEN,1990-01-01,9999-12-31
WUDEN__BIRD_PRTNR_ENTRPRS_ASSGNMNT_IL_1__01_01_1990,WUDEN__BIRD_PRTNR_ENTRPRS_ASSGNMNT_IL_1__01_01_1990,1,,LDM,IL,WUDEN,1990-01-01,9999-12-31
WUDEN__BIRD_RTNG_GRD_CNTRL_BNK_PRVT_SCTR_CMPN_ASSGNMNT_IL_1__01_01_1990,WUDEN__BIRD_RTNG_GRD_CNTRL_BNK_PRVT_SCTR_CMPN_ASSGNMNT_IL_1__01_01_1990,1,,LDM,IL,WUDEN,1990-01-01,9999-12-31
WUDEN__BIRD_PRTY_PRVS_PRD_DT_IL_1__01_01_1990,WUDEN__BIRD_PRTY_PRVS_PRD_DT_IL_1__01_01_1990,1,,LDM,IL,WUDEN,1990-01-01,9999-12-31
WUDEN__BIRD_CLLTRL_RL_IL_1__01_01_1990,WUDEN__BIRD_CLLTRL_RL_IL_1__01_01_1990,1,,LDM,IL,WUDEN,1990-01-01,9999-12-31
WUDEN__BIRD_PRTCTN_ARRNGMNT_IL_1__01_01_1990,WUDEN__BIRD_PRTCTN_ARRNGMNT_IL_1__01_01_1990,1,,LDM,IL,WUDEN,1990-01-01,9999-12-31
WUDEN__BIRD_RTNG_SYSTM_IL_1__01_01_1990,WUDEN__BIRD_RTNG_SYSTM_IL_1__01_01_1990,1,,LDM,IL,WUDEN,1990-01-01,9999-12-31
WUDEN__BIRD_MSTR_AGRMNT_IL_1__01_01_1990,WUDEN__BIRD_MSTR_AGRMNT_IL_1__01_01_1990,1,,LDM,IL,WUDEN,1990-01-01,9999-12-31
WUDEN__BIRD_CSH_HND_IL_1__01_01_1990,WUDEN__BIRD_CSH_HND_IL_1__01_01_1990,1,,LDM,IL,WUDEN,1990-01-01,9999-12-31
WUDEN__BIRD_PRPRTY_PLNT_EQPMNT_TKN_PSSSSN_IL_1__01_01_1990,WUDEN__BIRD_PRPRTY_PLNT_EQPMNT_TKN_PSSSSN_IL_1__01_01_1990,1,,LDM,IL,WUDEN,1990-01-01,9999-12-31
WUDEN__BIRD_PRTCTN_ARRNGMNT_RL_IL_1__01_01_1990,WUDEN__BIRD_PRTCTN_ARRNGMNT_RL_IL_1__01_01_1990,1,,LDM,IL,WUDEN,1990-01-01,9999-12-31
WUDEN__BIRD_LNKD_ENTRPRS_ASSGNMNT_IL_1__01_01_1990,WUDEN__BIRD_LNKD_ENTRPRS_ASSGNMNT_IL_1__01_01_1990,1,,LDM,IL,WUDEN,1990-01-01,9999-12-31
WUDEN__BIRD_ASST_PL_IL_1__01_01_1990,WUDEN__BIRD_ASST_PL_IL_1__01_01_1990,1,,LDM,IL,WUDEN,1990-01-01,9999-12-31
WUDEN__BIRD_CLLTRL_IL_1__01_01_1990,WUDEN__BIRD_CLLTRL_IL_1__01_01_1990,1,,LDM,IL,WUDEN,1990-01-01,9999-12-31
WUDEN__BIRD_RPRCHS_AGRMNT_CMPNNT_IL_1__01_01_1990,WUDEN__BIRD_RPRCHS_AGRMNT_CMPNNT_IL_1__01_01_1990,1,,LDM,IL,WUDEN,1990-01-01,9999-12-31
WUDEN__BIRD_CRDT_FCLTY_IL_1__01_01_1990,WUDEN__BIRD_CRDT_FCLTY_IL_1__01_01_1990,1,,LDM,IL,WUDEN,1990-01-01,9999-12-31
WUDEN__BIRD_DBT_SCRTY_ISSD_IL_1__01_01_1990,WUDEN__BIRD_DBT_SCRTY_ISSD_IL_1__01_01_1990,1,,LDM,IL,WUDEN,1990-01-01,9999-12-31
WUDEN__BIRD_ASST_PL_EXCHNG_TRDBL_DRVTV_PSTN_ASSGNMNT_IL_1__01_01_1990,WUDEN__BIRD_ASST_PL_EXCHNG_TRDBL_DRVTV_PSTN_ASSGNMNT_IL_1__01_01_1990,1,,LDM,IL,WUDEN,1990-01-01,9999-12-31
WUDEN__BIRD_CVRD_BND_PRGRM_IL_1__01_01_1990,WUDEN__BIRD_CVRD_BND_PRGRM_IL_1__01_01_1990,1,,LDM,IL,WUDEN,1990-01-01,9999-12-31
WUDEN__BIRD_EXCHNG_TRDBL_DRVTV_PSTN_RL_IL_1__01_01_1990,WUDEN__BIRD_EXCHNG_TRDBL_DRVTV_PSTN_RL_IL_1__01_01_1990,1,,LDM,IL,WUDEN,1990-01-01,9999-12-31
WUDEN__BIRD_GRP_IL_1__01_01_1990,WUDEN__BIRD_GRP_IL_1__01_01_1990,1,,LDM,IL,WUDEN,1990-01-01,9999-12-31
WUDEN__BIRD_TRNCH_SYNTHTC_SCRTSTN_WTHT_SSPE_DPST_IL_1__01_01_1990,WUDEN__BIRD_TRNCH_SYNTHTC_SCRTSTN_WTHT_SSPE_DPST_IL_1__01_01_1990,1,,LDM,IL,WUDEN,1990-01-01,9999-12-31
WUDEN__BIRD_TRNCH_SYNTHTC_SCRTSTN_WTHT_SSPE_FNNCL_GRNT_IL_1__01_01_1990,WUDEN__BIRD_TRNCH_SYNTHTC_SCRTSTN_WTHT_SSPE_FNNCL_GRNT_IL_1__01_01_1990,1,,LDM,IL,WUDEN,1990-01-01,9999-12-31
WUDEN__BIRD_LNG_SCRTY_PSTN_HDG_IL_1__01_01_1990,WUDEN__BIRD_LNG_SCRTY_PSTN_HDG_IL_1__01_01_1990,1,,LDM,IL,WUDEN,1990-01-01,9999-12-31
WUDEN__BIRD_ASST_PL_CLLTRL_RCVD_ASSGNMNT_IL_1__01_01_1990,WUDEN__BIRD_ASST_PL_CLLTRL_RCVD_ASSGNMNT_IL_1__01_01_1990,1,,LDM,IL,WUDEN,1990-01-01,9999-12-31
WUDEN__BIRD_SCRTY_BRRWNG_LNDNG_TRNSCTN_INCLDNG_CSH_CLLTRL_IL_1__01_01_1990,WUDEN__BIRD_SCRTY_BRRWNG_LNDNG_TRNSCTN_INCLDNG_CSH_CLLTRL_IL_1__01_01_1990,1,,LDM,IL,WUDEN,1990-01-01,9999-12-31
WUDEN__BIRD_EXCHNG_TRDBL_DRVTV_PSTN_PRTCN_ARRNGMNT_ASSGNMNT_IL_1__01_01_1990,WUDEN__BIRD_EXCHNG_TRDBL_DRVTV_PSTN_PRTCN_ARRNGMNT_ASSGNMNT_IL_1__01_01_1990,1,,LDM,IL,WUDEN,1990-01-01,9999-12-31
WUDEN__BIRD_INSTRMNT_PRTCTN_ARRNGMNT_ASSGNMNT_IL_1__01_01_1990,WUDEN__BIRD_INSTRMNT_PRTCTN_ARRNGMNT_ASSGNMNT_IL_1__01_01_1990,1,,LDM,IL,WUDEN,1990-01-01,9999-12-31
WUDEN__BIRD_MSTR_AGRMNT_ENTTY_RL_ASSGNMNT_IL_1__01_01_1990,WUDEN__BIRD_MSTR_AGRMNT_ENTTY_RL_ASSGNMNT_IL_1__01_01_1990,1,,LDM,IL,WUDEN,1990-01-01,9999-12-31
WUDEN__BIRD_LNG_SCRTY_PSTN_PRDNTL_PRTFL_ASSGNMNT_ACCNTNG_CLSSFCTN_FNNCL_ASSTS_ASSGNMNT_IL_1__01_01_1990,WUDEN__BIRD_LNG_SCRTY_PSTN_PRDNTL_PRTFL_ASSGNMNT_ACCNTNG_CLSSFCTN_FNNCL_ASSTS_ASSGNMNT_IL_1__01_01_1990,1,,LDM,IL,WUDEN,1990-01-01,9999-12-31
WUDEN__BIRD_TRNCH_TRDTNL_SCRTSTN_IL_1__01_01_1990,WUDEN__BIRD_TRNCH_TRDTNL_SCRTSTN_IL_1__01_01_1990,1,,LDM,IL,WUDEN,1990-01-01,9999-12-31
WUDEN__BIRD_OTC_DRVTV_INSTRMNT_SNTHTC_SCRTSTN_ASSGNMNT_IL_1__01_01_1990,WUDEN__BIRD_OTC_DRVTV_INSTRMNT_SNTHTC_SCRTSTN_ASSGNMNT_IL_1__01_01_1990,1,,LDM,IL,WUDEN,1990-01-01,9999-12-31
WUDEN__BIRD_LNG_SCRTY_PSTN_PRTCTN_ARRNGMNT_GVN_ASSGNMNT_IL_1__01_01_1990,WUDEN__BIRD_LNG_SCRTY_PSTN_PRTCTN_ARRNGMNT_GVN_ASSGNMNT_IL_1__01_01_1990,1,,LDM,IL,WUDEN,1990-01-01,9999-12-31
WUDEN__BIRD_EXCHNG_TRDBL_DRVTV_PSTN_IL_1__01_01_1990,WUDEN__BIRD_EXCHNG_TRDBL_DRVTV_PSTN_IL_1__01_01_1990,1,,LDM,IL,WUDEN,1990-01-01,9999-12-31
WUDEN__BIRD_INSTRMNT_HDGD_EXCHNG_TRDBL_DRVTV_IL_1__01_01_1990,WUDEN__BIRD_INSTRMNT_HDGD_EXCHNG_TRDBL_DRVTV_IL_1__01_01_1990,1,,LDM,IL,WUDEN,1990-01-01,9999-12-31
WUDEN__BIRD_LNG_SCRTY_PSTN_CLLTRL_RCVD_ASSGNMNT_IL_1__01_01_1990,WUDEN__BIRD_LNG_SCRTY_PSTN_CLLTRL_RCVD_ASSGNMNT_IL_1__01_01_1990,1,,LDM,IL,WUDEN,1990-01-01,9999-12-31
WUDEN__BIRD_INTRNL_GRP_RL_IL_1__01_01_1990,WUDEN__BIRD_INTRNL_GRP_RL_IL_1__01_01_1990,1,,LDM,IL,WUDEN,1990-01-01,9999-12-31
WUDEN__BIRD_SHRT_SCRTY_PSTN_PRDNTL_PRTFL_ASSGNMNT_IL_1__01_01_1990,WUDEN__BIRD_SHRT_SCRTY_PSTN_PRDNTL_PRTFL_ASSGNMNT_IL_1__01_01_1990,1,,LDM,IL,WUDEN,1990-01-01,9999-12-31
WUDEN__BIRD_CVRD_BND_ISSNC_EIL_1__01_01_1990,WUDEN__BIRD_CVRD_BND_ISSNC_EIL_1__01_01_1990,1,,ELDM,EIL,WUDEN,1990-01-01,9999-12-31
WUDEN__BIRD_CLLTRL_GVN_INSTRMNT_DBT_SCRTY_ISSD_ASSGNMNT_EIL_1__01_01_1990,WUDEN__BIRD_CLLTRL_GVN_INSTRMNT_DBT_SCRTY_ISSD_ASSGNMNT_EIL_1__01_01_1990,1,,ELDM,EIL,WUDEN,1990-01-01,9999-12-31
WUDEN__BIRD_ASST_PL_DBT_SCRTY_PSTN_ASSGNMNT_EIL_1__01_01_1990,WUDEN__BIRD_ASST_PL_DBT_SCRTY_PSTN_ASSGNMNT_EIL_1__01_01_1990,1,,ELDM,EIL,WUDEN,1990-01-01,9999-12-31
WUDEN__BIRD_MSTR_AGRMNT_FNNCL_CNTRCT_ASSGNMNT_EIL_1__01_01_1990,WUDEN__BIRD_MSTR_AGRMNT_FNNCL_CNTRCT_ASSGNMNT_EIL_1__01_01_1990,1,,ELDM,EIL,WUDEN,1990-01-01,9999-12-31
WUDEN__BIRD_CRDT_FCLTY_CLLTRL_ASSGNMNT_EIL_1__01_01_1990,WUDEN__BIRD_CRDT_FCLTY_CLLTRL_ASSGNMNT_EIL_1__01_01_1990,1,,ELDM,EIL,WUDEN,1990-01-01,9999-12-31
WUDEN__BIRD_INSTRMNT_CLLTRL_ASSGNMNT_EIL_1__01_01_1990,WUDEN__BIRD_INSTRMNT_CLLTRL_ASSGNMNT_EIL_1__01_01_1990,1,,ELDM,EIL,WUDEN,1990-01-01,9999-12-31
WUDEN__BIRD_OTHR_PRTY_ID_EIL_1__01_01_1990,WUDEN__BIRD_OTHR_PRTY_ID_EIL_1__01_01_1990,1,,ELDM,EIL,WUDEN,1990-01-01,9999-12-31
WUDEN__BIRD_SCRTY_LNDNG_CMPNNT_SCRTY_ASSGNMNT_EIL_1__01_01_1990,WUDEN__BIRD_SCRTY_LNDNG_CMPNNT_SCRTY_ASSGNMNT_EIL_1__01_01_1990,1,,ELDM,EIL,WUDEN,1990-01-01,9999-12-31
WUDEN__BIRD_SCRTY_PSTN_HDGD_OTC_DRVTV_EIL_1__01_01_1990,WUDEN__BIRD_SCRTY_PSTN_HDGD_OTC_DRVTV_EIL_1__01_01_1990,1,,ELDM,EIL,WUDEN,1990-01-01,9999-12-31
WUDEN__BIRD_RTNG_AGNCY_EXCSS_MTHDLGY_CVRD_BND_PRGRMM_ASSGNMNT_EIL_1__01_01_1990,WUDEN__BIRD_RTNG_AGNCY_EXCSS_MTHDLGY_CVRD_BND_PRGRMM_ASSGNMNT_EIL_1__01_01_1990,1,,ELDM,EIL,WUDEN,1990-01-01,9999-12-31
WUDEN__BIRD_IMMDT_PRNT_ENTRPRS_ASSGNMNT_EIL_1__01_01_1990,WUDEN__BIRD_IMMDT_PRNT_ENTRPRS_ASSGNMNT_EIL_1__01_01_1990,1,,ELDM,EIL,WUDEN,1990-01-01,9999-12-31
WUDEN__BIRD_CVRD_BND_PRGRMM_RLVNT_RGM_EXCSS_EIL_1__01_01_1990,WUDEN__BIRD_CVRD_BND_PRGRMM_RLVNT_RGM_EXCSS_EIL_1__01_01_1990,1,,ELDM,EIL,WUDEN,1990-01-01,9999-12-31
WUDEN__BIRD_PRTCTN_PRTCTN_PRVD_ASSGNMNT_EIL_1__01_01_1990,WUDEN__BIRD_PRTCTN_PRTCTN_PRVD_ASSGNMNT_EIL_1__01_01_1990,1,,ELDM,EIL,WUDEN,1990-01-01,9999-12-31
WUDEN__BIRD_RTNG_GRD_ISS_BSD_RTNG_SSTM_DBT_SCRTY_ASSGNMNT_EIL_1__01_01_1990,WUDEN__BIRD_RTNG_GRD_ISS_BSD_RTNG_SSTM_DBT_SCRTY_ASSGNMNT_EIL_1__01_01_1990,1,,ELDM,EIL,WUDEN,1990-01-01,9999-12-31
WUDEN__BIRD_FR_VL_DCRS_CNTNGNT_ENCMBRNC_EIL_1__01_01_1990,WUDEN__BIRD_FR_VL_DCRS_CNTNGNT_ENCMBRNC_EIL_1__01_01_1990,1,,ELDM,EIL,WUDEN,1990-01-01,9999-12-31
WUDEN__BIRD_GLD_CLLTRL_LG_GLD_CLLTRL_ASSGNMNT_EIL_1__01_01_1990,WUDEN__BIRD_GLD_CLLTRL_LG_GLD_CLLTRL_ASSGNMNT_EIL_1__01_01_1990,1,,ELDM,EIL,WUDEN,1990-01-01,9999-12-31
WUDEN__BIRD_PRPRTY_PLNT_EQPMNT_TKN_PSSSSN_EIL_1__01_01_1990,WUDEN__BIRD_PRPRTY_PLNT_EQPMNT_TKN_PSSSSN_EIL_1__01_01_1990,1,,ELDM,EIL,WUDEN,1990-01-01,9999-12-31
WUDEN__BIRD_FNDMNTL_RVW_TRDNG_BK_STNDRD_APPRCH_RSK_MSR_OTC_PSTNS_EIL_1__01_01_1990,WUDEN__BIRD_FNDMNTL_RVW_TRDNG_BK_STNDRD_APPRCH_RSK_MSR_OTC_PSTNS_EIL_1__01_01_1990,1,,ELDM,EIL,WUDEN,1990-01-01,9999-12-31
WUDEN__BIRD_RTNG_AGNCY_EIL_1__01_01_1990,WUDEN__BIRD_RTNG_AGNCY_EIL_1__01_01_1990,1,,ELDM,EIL,WUDEN,1990-01-01,9999-12-31
WUDEN__BIRD_SYNDCTD_CNTRCT_EIL_1__01_01_1990,WUDEN__BIRD_SYNDCTD_CNTRCT_EIL_1__01_01_1990,1,,ELDM,EIL,WUDEN,1990-01-01,9999-12-31
WUDEN__BIRD_SCRTY_BRRWNG_CMPNNT_SCRTY_CLLTRL_ASSGNMNT_EIL_1__01_01_1990,WUDEN__BIRD_SCRTY_BRRWNG_CMPNNT_SCRTY_CLLTRL_ASSGNMNT_EIL_1__01_01_1990,1,,ELDM,EIL,WUDEN,1990-01-01,9999-12-31
